ev,eps1
1.5,6.823985375826051
1.55,6.810147109211766
1.6,6.8853976932951175
1.65,6.887752057096481
1.7,6.946321701424044
1.75,6.977538909081046
1.8,7.013956456053389
1.85,7.07070268119048
1.9,7.11708923584693
1.95,7.158718242184584
2.0,7.2134470587127835
2.05,7.233496830709986
2.1,7.293056040690762
2.15,7.341422062021952
2.2,7.40748975309745
2.25,7.477527512063607
2.3,7.572859484283736
2.35,7.619024960070808
2.4,7.6825952591462
2.45,7.7951063096285935
2.5,7.865078608143388
2.55,7.9686083532150755
2.6,8.069421125792207
2.65,8.131371997981454
2.7,8.228857274400841
2.75,8.349349001261928
2.8,8.505637773222112
2.85,8.618067604561825
2.9,8.752687248703305
2.95,8.889455420189822
3.0,8.96860317324617
3.05,9.17826938754074
3.1,9.34945260243171
3.15,9.505357977332134
3.2,9.71056473086839
3.25,9.87826018504835
3.3,10.141721175295473
3.35,10.352160680006339
3.4,10.569580245841706
3.45,10.88167174826076
3.5,11.15714078915735
3.55,11.512945173713653
3.6,11.831317786269938
3.65,12.226953919488844
3.7,12.647875828411383
3.75,13.219893619112133
3.8,13.661090921978651
3.85,14.30866242978335
3.9,14.897746331616315
3.95,14.601384583442806
4.0,12.762236432321034
4.05,11.118424612488948
4.1,10.85892835806666
4.15,10.751427233412427
4.2,10.707528712341329
4.25,10.8456386123558
4.3,10.906775996404269
4.35,11.02888703433688
4.4,11.021314385191317
4.45,11.150768120904448
4.5,11.142894602939714
4.55,11.086906146269408
4.6,11.150524487099206
4.65,11.121373864753071
4.7,11.205637155920371
4.75,11.336217630237769
4.8,11.458724753623068
4.85,11.592490384193859
4.9,11.917873798068891
4.95,12.229896668690836
5.0,12.546492937266246
